generation,First_Individual_First_Chromosome_X_Count,Mean_X_Count,Approx_Mean,NB_Mean,Sim_Variance,Approx_Variance,NB_Variance,Charles_Mean,Sim_P,Approx_P,NB_P,Sim_Skewness,NB_Skewness,Sim_Third_Moment,Sim_Excess_kurtosis,NB_Excess_Kurtosis
1779,34,105.697,105.224,108.611,149.96,150,148.808,150,0.704831,0.701493,0.729874,0.11551,0.142655,212.121,0.060755,0.0271655
1780,55,105.934,105.224,108.611,148.952,150,148.808,150,0.711194,0.701493,0.729874,0.125238,0.142655,227.67,0.00113171,0.0271655
1781,46,105.798,105.224,108.611,147.65,150,148.808,150,0.71655,0.701493,0.729874,0.127291,0.142655,228.374,-0.0113207,0.0271655
1782,48,105.923,105.224,108.611,149.211,150,148.808,150,0.709886,0.701493,0.729874,0.159127,0.142655,290.031,0.0647354,0.0271655
1783,47,105.795,105.224,108.611,149.589,150,148.808,150,0.707234,0.701493,0.729874,0.0940147,0.142655,172.007,-0.0062599,0.0271655
1784,49,105.931,105.224,108.611,148.602,150,148.808,150,0.712847,0.701493,0.729874,0.164568,0.142655,298.115,0.0620877,0.0271655
1785,57,105.835,105.224,108.611,149.359,150,148.808,150,0.70859,0.701493,0.729874,0.147456,0.142655,269.161,0.0649434,0.0271655
1786,48,105.68,105.224,108.611,149.653,150,148.808,150,0.706167,0.701493,0.729874,0.0973017,0.142655,178.135,-0.0659972,0.0271655
1787,70,105.779,105.224,108.611,151.456,150,148.808,150,0.698415,0.701493,0.729874,0.111647,0.142655,208.103,0.0120129,0.0271655
1788,53,105.682,105.224,108.611,150.519,150,148.808,150,0.702114,0.701493,0.729874,0.116943,0.142655,215.955,-0.0243931,0.0271655
1789,45,105.612,105.224,108.611,147.638,150,148.808,150,0.715341,0.701493,0.729874,0.131243,0.142655,235.438,0.0073895,0.0271655
1790,52,105.605,105.224,108.611,152.801,150,148.808,150,0.691124,0.701493,0.729874,0.149784,0.142655,282.915,0.0563344,0.0271655
1791,62,105.5,105.224,108.611,153.202,150,148.808,150,0.688634,0.701493,0.729874,0.136283,0.142655,258.428,-0.0592194,0.0271655
1792,36,105.378,105.224,108.611,151.607,150,148.808,150,0.695077,0.701493,0.729874,0.152146,0.142655,284.013,0.0998341,0.0271655
1793,45,105.327,105.224,108.611,152.635,150,148.808,150,0.690061,0.701493,0.729874,0.145667,0.142655,274.688,-0.0263877,0.0271655
1794,63,105.494,105.224,108.611,150.304,150,148.808,150,0.701874,0.701493,0.729874,0.166486,0.142655,306.784,-0.0293004,0.0271655
1795,37,105.652,105.224,108.611,148.101,150,148.808,150,0.713381,0.701493,0.729874,0.130588,0.142655,235.363,-0.0273766,0.0271655
1796,41,105.586,105.224,108.611,151.362,150,148.808,150,0.697575,0.701493,0.729874,0.122039,0.142655,227.26,-0.0991611,0.0271655
1797,58,105.656,105.224,108.611,152.542,150,148.808,150,0.692639,0.701493,0.729874,0.179344,0.142655,337.886,0.0178277,0.0271655
1798,56,105.745,105.224,108.611,151.599,150,148.808,150,0.697532,0.701493,0.729874,0.155518,0.142655,290.285,0.0222007,0.0271655
1799,44,105.79,105.224,108.611,148.692,150,148.808,150,0.711471,0.701493,0.729874,0.148035,0.142655,268.409,-0.0112971,0.0271655
1800,60,105.791,105.224,108.611,148.458,150,148.808,150,0.712601,0.701493,0.729874,0.189013,0.142655,341.899,0.161432,0.0271655
1801,59,105.9,105.224,108.611,148.822,150,148.808,150,0.711591,0.701493,0.729874,0.144007,0.142655,261.446,0.0762015,0.0271655
1802,48,105.721,105.224,108.611,148.307,150,148.808,150,0.712853,0.701493,0.729874,0.127694,0.142655,230.628,-0.0559681,0.0271655
1803,51,105.792,105.224,108.611,148.241,150,148.808,150,0.713647,0.701493,0.729874,0.156268,0.142655,282.047,0.0136983,0.0271655
1804,49,105.843,105.224,108.611,152.576,150,148.808,150,0.693707,0.701493,0.729874,0.140318,0.142655,264.45,0.000668287,0.0271655
1805,58,105.97,105.224,108.611,154.928,150,148.808,150,0.683995,0.701493,0.729874,0.0985026,0.142655,189.951,-0.0594013,0.0271655
1806,50,106.005,105.224,108.611,149.272,150,148.808,150,0.710148,0.701493,0.729874,0.150736,0.142655,274.907,0.122488,0.0271655
1807,32,106.096,105.224,108.611,149.966,150,148.808,150,0.707466,0.701493,0.729874,0.124609,0.142655,228.843,0.0858289,0.0271655
1808,56,106.036,105.224,108.611,148.945,150,148.808,150,0.711912,0.701493,0.729874,0.137601,0.142655,250.128,0.0393531,0.0271655
1809,62,106.052,105.224,108.611,144.594,150,148.808,150,0.733448,0.701493,0.729874,0.179551,0.142655,312.187,0.0632165,0.0271655
1810,51,106.372,105.224,108.611,146.789,150,148.808,150,0.724658,0.701493,0.729874,0.159406,0.142655,283.495,-0.00568624,0.0271655
1811,44,106.765,105.224,108.611,148.592,150,148.808,150,0.718512,0.701493,0.729874,0.16436,0.142655,297.708,0.0552168,0.0271655
1812,45,106.835,105.224,108.611,149.023,150,148.808,150,0.7169,0.701493,0.729874,0.111526,0.142655,202.889,0.0216297,0.0271655
1813,47,106.981,105.224,108.611,147.998,150,148.808,150,0.722857,0.701493,0.729874,0.0945446,0.142655,170.223,0.0313496,0.0271655
1814,68,107.285,105.224,108.611,151.504,150,148.808,150,0.708136,0.701493,0.729874,0.10408,0.142655,194.09,-0.0402417,0.0271655
1815,51,107.527,105.224,108.611,154.166,150,148.808,150,0.697476,0.701493,0.729874,0.12876,0.142655,246.471,-0.05343,0.0271655
1816,55,107.673,105.224,108.611,155.923,150,148.808,150,0.69055,0.701493,0.729874,0.126057,0.142655,245.433,-0.0861372,0.0271655
1817,55,107.503,105.224,108.611,156.297,150,148.808,150,0.687813,0.701493,0.729874,0.132216,0.142655,258.35,0.0162114,0.0271655
1818,72,107.411,105.224,108.611,151.062,150,148.808,150,0.711038,0.701493,0.729874,0.160364,0.142655,297.741,0.0545237,0.0271655
1819,46,107.422,105.224,108.611,149.77,150,148.808,150,0.717243,0.701493,0.729874,0.136352,0.142655,249.919,-0.0191714,0.0271655
1820,57,107.563,105.224,108.611,151.59,150,148.808,150,0.709568,0.701493,0.729874,0.158215,0.142655,295.292,0.0644972,0.0271655
1821,58,107.528,105.224,108.611,151.972,150,148.808,150,0.707548,0.701493,0.729874,0.138348,0.142655,259.192,0.0210289,0.0271655
1822,46,107.501,105.224,108.611,148.577,150,148.808,150,0.723538,0.701493,0.729874,0.0795789,0.142655,144.12,0.0425838,0.0271655
1823,51,107.608,105.224,108.611,150.541,150,148.808,150,0.714809,0.701493,0.729874,0.110643,0.142655,204.365,0.0177874,0.0271655
1824,65,107.672,105.224,108.611,150.242,150,148.808,150,0.716661,0.701493,0.729874,0.122337,0.142655,225.291,0.0662888,0.0271655
1825,66,107.802,105.224,108.611,153.628,150,148.808,150,0.701705,0.701493,0.729874,0.113835,0.142655,216.76,0.00718422,0.0271655
1826,64,107.532,105.224,108.611,157.474,150,148.808,150,0.682856,0.701493,0.729874,0.136385,0.142655,269.513,-0.0623108,0.0271655
1827,40,107.355,105.224,108.611,155.446,150,148.808,150,0.690625,0.701493,0.729874,0.128429,0.142655,248.904,-0.000429434,0.0271655
1828,59,107.398,105.224,108.611,155.673,150,148.808,150,0.689897,0.701493,0.729874,0.158159,0.142655,307.193,0.071812,0.0271655
1829,59,107.223,105.224,108.611,154.721,150,148.808,150,0.69301,0.701493,0.729874,0.125124,0.142655,240.805,0.0133405,0.0271655
1830,62,107.37,105.224,108.611,154.531,150,148.808,150,0.69481,0.701493,0.729874,0.11258,0.142655,216.265,0.0152643,0.0271655
1831,57,107.469,105.224,108.611,153.345,150,148.808,150,0.70083,0.701493,0.729874,0.111289,0.142655,211.326,0.0249627,0.0271655
1832,37,107.593,105.224,108.611,152.525,150,148.808,150,0.705414,0.701493,0.729874,0.123653,0.142655,232.925,0.111296,0.0271655
1833,45,107.495,105.224,108.611,155.219,150,148.808,150,0.692533,0.701493,0.729874,0.139485,0.142655,269.741,0.0901167,0.0271655
1834,55,107.26,105.224,108.611,153.692,150,148.808,150,0.697892,0.701493,0.729874,0.109835,0.142655,209.274,-0.0119894,0.0271655
1835,67,107.369,105.224,108.611,149.754,150,148.808,150,0.716967,0.701493,0.729874,0.128968,0.142655,236.348,-0.00766826,0.0271655
1836,66,107.515,105.224,108.611,149.403,150,148.808,150,0.719628,0.701493,0.729874,0.159887,0.142655,291.979,-0.0732989,0.0271655
1837,44,107.472,105.224,108.611,153.616,150,148.808,150,0.699614,0.701493,0.729874,0.199351,0.142655,379.551,0.0582712,0.0271655
1838,49,107.553,105.224,108.611,152.56,150,148.808,150,0.704986,0.701493,0.729874,0.143992,0.142655,271.331,0.0255951,0.0271655
1839,68,107.545,105.224,108.611,151.978,150,148.808,150,0.707636,0.701493,0.729874,0.109647,0.142655,205.432,-0.0965297,0.0271655
1840,58,107.61,105.224,108.611,150.167,150,148.808,150,0.716599,0.701493,0.729874,0.143076,0.142655,263.288,0.0844637,0.0271655
1841,61,107.766,105.224,108.611,152.025,150,148.808,150,0.708866,0.701493,0.729874,0.127608,0.142655,239.195,0.0717336,0.0271655
1842,44,107.687,105.224,108.611,150.878,150,148.808,150,0.71374,0.701493,0.729874,0.155026,0.142655,287.304,0.0768639,0.0271655
1843,53,107.54,105.224,108.611,148.728,150,148.808,150,0.723068,0.701493,0.729874,0.146317,0.142655,265.389,0.0110325,0.0271655
1844,48,107.606,105.224,108.611,149.771,150,148.808,150,0.718472,0.701493,0.729874,0.150954,0.142655,276.685,-0.0150009,0.0271655
1845,45,107.777,105.224,108.611,147.68,150,148.808,150,0.729802,0.701493,0.729874,0.155627,0.142655,279.299,0.0598612,0.0271655
1846,58,107.957,105.224,108.611,148.833,150,148.808,150,0.725355,0.701493,0.729874,0.112958,0.142655,205.1,0.038051,0.0271655
1847,62,108.175,105.224,108.611,150.133,150,148.808,150,0.720527,0.701493,0.729874,0.158235,0.142655,291.084,0.038443,0.0271655
1848,52,108.163,105.224,108.611,151.505,150,148.808,150,0.713925,0.701493,0.729874,0.124016,0.142655,231.269,-0.00201534,0.0271655
1849,53,108.043,105.224,108.611,150.662,150,148.808,150,0.717123,0.701493,0.729874,0.119887,0.142655,221.706,-0.0735799,0.0271655
1850,49,108.03,105.224,108.611,151.03,150,148.808,150,0.715292,0.701493,0.729874,0.125276,0.142655,232.521,-0.0173949,0.0271655
1851,57,107.948,105.224,108.611,148.087,150,148.808,150,0.728952,0.701493,0.729874,0.14626,0.142655,263.573,0.0776544,0.0271655
1852,44,108.001,105.224,108.611,149.67,150,148.808,150,0.721596,0.701493,0.729874,0.161653,0.142655,295.996,0.0756647,0.0271655
1853,49,108.035,105.224,108.611,149.571,150,148.808,150,0.722296,0.701493,0.729874,0.107288,0.142655,196.256,0.00698191,0.0271655
1854,50,107.904,105.224,108.611,151.091,150,148.808,150,0.714165,0.701493,0.729874,0.116892,0.142655,217.092,-0.0326739,0.0271655
1855,49,108.022,105.224,108.611,150.187,150,148.808,150,0.719249,0.701493,0.729874,0.10867,0.142655,200.012,-0.0451763,0.0271655
1856,65,108.068,105.224,108.611,148.833,150,148.808,150,0.726103,0.701493,0.729874,0.100326,0.142655,182.164,-0.0389777,0.0271655
1857,50,108.329,105.224,108.611,152.12,150,148.808,150,0.712129,0.701493,0.729874,0.13865,0.142655,260.135,-0.0366034,0.0271655
1858,50,108.343,105.224,108.611,154.929,150,148.808,150,0.699306,0.701493,0.729874,0.117552,0.142655,226.688,0.0370527,0.0271655
1859,55,108.334,105.224,108.611,148.706,150,148.808,150,0.728511,0.701493,0.729874,0.0855279,0.142655,155.096,-0.0173709,0.0271655
1860,68,108.288,105.224,108.611,149.189,150,148.808,150,0.725844,0.701493,0.729874,0.121925,0.142655,222.178,0.0114996,0.0271655
1861,48,108.416,105.224,108.611,152.974,150,148.808,150,0.70872,0.701493,0.729874,0.0960617,0.142655,181.751,0.0454729,0.0271655
1862,45,108.334,105.224,108.611,156.532,150,148.808,150,0.692091,0.701493,0.729874,0.0922847,0.142655,180.731,-0.0378077,0.0271655
1863,41,108.367,105.224,108.611,153.113,150,148.808,150,0.707761,0.701493,0.729874,0.135752,0.142655,257.195,0.0512448,0.0271655
1864,50,108.278,105.224,108.611,155.348,150,148.808,150,0.697,0.701493,0.729874,0.142459,0.142655,275.835,0.0222586,0.0271655
1865,48,108.203,105.224,108.611,153.752,150,148.808,150,0.703748,0.701493,0.729874,0.169292,0.142655,322.75,0.0364885,0.0271655
1866,63,107.981,105.224,108.611,151.681,150,148.808,150,0.711896,0.701493,0.729874,0.154433,0.142655,288.496,0.00108561,0.0271655
1867,57,108.062,105.224,108.611,155.273,150,148.808,150,0.695947,0.701493,0.729874,0.148472,0.142655,287.27,0.0337287,0.0271655
1868,64,107.82,105.224,108.611,149.78,150,148.808,150,0.719856,0.701493,0.729874,0.122182,0.142655,223.968,0.0270761,0.0271655
1869,55,107.81,105.224,108.611,150.807,150,148.808,150,0.714887,0.701493,0.729874,0.152455,0.142655,282.341,-0.0170818,0.0271655
1870,55,107.938,105.224,108.611,151.322,150,148.808,150,0.7133,0.701493,0.729874,0.123934,0.142655,230.698,-0.0663167,0.0271655
1871,55,107.916,105.224,108.611,153.48,150,148.808,150,0.70313,0.701493,0.729874,0.109103,0.142655,207.45,0.00593005,0.0271655
1872,58,108.083,105.224,108.611,155.153,150,148.808,150,0.69662,0.701493,0.729874,0.0974647,0.142655,188.36,0.0212619,0.0271655
1873,38,107.943,105.224,108.611,157.077,150,148.808,150,0.687199,0.701493,0.729874,0.139213,0.142655,274.061,-0.0542416,0.0271655
1874,57,107.754,105.224,108.611,157.867,150,148.808,150,0.682562,0.701493,0.729874,0.149208,0.142655,295.959,0.0461716,0.0271655
1875,46,107.716,105.224,108.611,158.74,150,148.808,150,0.678564,0.701493,0.729874,0.159087,0.142655,318.175,0.145754,0.0271655
1876,44,107.755,105.224,108.611,158.747,150,148.808,150,0.678785,0.701493,0.729874,0.152103,0.142655,304.224,0.162276,0.0271655
1877,40,107.488,105.224,108.611,155.569,150,148.808,150,0.690932,0.701493,0.729874,0.12971,0.142655,251.685,0.00579424,0.0271655
1878,63,107.295,105.224,108.611,153.947,150,148.808,150,0.696959,0.701493,0.729874,0.134996,0.142655,257.856,-0.0951722,0.0271655
1879,50,107.171,105.224,108.611,151.185,150,148.808,150,0.708869,0.701493,0.729874,0.121658,0.142655,226.155,0.0362159,0.0271655
1880,53,107.18,105.224,108.611,152.816,150,148.808,150,0.701367,0.701493,0.729874,0.131025,0.142655,247.518,-0.0164525,0.0271655
1881,53,107.252,105.224,108.611,150.493,150,148.808,150,0.712671,0.701493,0.729874,0.143727,0.142655,265.348,-0.0203078,0.0271655
1882,43,107.347,105.224,108.611,151.611,150,148.808,150,0.708038,0.701493,0.729874,0.138332,0.142655,258.238,0.0709286,0.0271655
1883,46,107.442,105.224,108.611,152.393,150,148.808,150,0.705033,0.701493,0.729874,0.107933,0.142655,203.05,-0.0691532,0.0271655
1884,58,107.559,105.224,108.611,153.299,150,148.808,150,0.701629,0.701493,0.729874,0.110063,0.142655,208.906,-0.0349815,0.0271655
1885,58,107.652,105.224,108.611,155.261,150,148.808,150,0.693358,0.701493,0.729874,0.151017,0.142655,292.16,0.136245,0.0271655
1886,66,107.459,105.224,108.611,155.434,150,148.808,150,0.691346,0.701493,0.729874,0.0816495,0.142655,158.223,0.0527853,0.0271655
1887,44,107.352,105.224,108.611,155.169,150,148.808,150,0.691837,0.701493,0.729874,0.0674574,0.142655,130.387,0.0105077,0.0271655
1888,63,107.228,105.224,108.611,157.782,150,148.808,150,0.679592,0.701493,0.729874,0.161612,0.142655,320.304,0.0475308,0.0271655
1889,53,107.227,105.224,108.611,152.732,150,148.808,150,0.70206,0.701493,0.729874,0.120533,0.142655,227.509,-0.0291419,0.0271655
1890,46,106.963,105.224,108.611,155.456,150,148.808,150,0.688058,0.701493,0.729874,0.129604,0.142655,251.207,0.0687429,0.0271655
1891,59,106.764,105.224,108.611,157.029,150,148.808,150,0.679899,0.701493,0.729874,0.176007,0.142655,346.338,0.0245543,0.0271655
1892,67,106.569,105.224,108.611,155.4,150,148.808,150,0.685769,0.701493,0.729874,0.0838662,0.142655,162.466,0.0492435,0.0271655
1893,40,106.442,105.224,108.611,155.466,150,148.808,150,0.68466,0.701493,0.729874,0.134462,0.142655,260.647,0.036747,0.0271655
1894,52,106.275,105.224,108.611,152.256,150,148.808,150,0.697999,0.701493,0.729874,0.079702,0.142655,149.738,-0.125601,0.0271655
1895,54,106.396,105.224,108.611,151.247,150,148.808,150,0.703456,0.701493,0.729874,0.146757,0.142655,272.978,-0.0357666,0.0271655
1896,53,106.338,105.224,108.611,155.067,150,148.808,150,0.685756,0.701493,0.729874,0.150092,0.142655,289.826,0.0784861,0.0271655
1897,53,106.184,105.224,108.611,152.55,150,148.808,150,0.69606,0.701493,0.729874,0.135121,0.142655,254.589,-0.0536748,0.0271655
1898,43,105.984,105.224,108.611,150.718,150,148.808,150,0.703192,0.701493,0.729874,0.152629,0.142655,282.415,-0.00481657,0.0271655
1899,50,105.862,105.224,108.611,150.561,150,148.808,150,0.703119,0.701493,0.729874,0.132111,0.142655,244.065,0.0362269,0.0271655
1900,47,105.656,105.224,108.611,148.439,150,148.808,150,0.71178,0.701493,0.729874,0.141413,0.142655,255.749,0.115016,0.0271655
1901,58,105.54,105.224,108.611,151.893,150,148.808,150,0.694832,0.701493,0.729874,0.11776,0.142655,220.446,-0.0317514,0.0271655
1902,59,105.602,105.224,108.611,149.693,150,148.808,150,0.705454,0.701493,0.729874,0.108527,0.142655,198.766,0.06303,0.0271655
1903,53,105.686,105.224,108.611,146.773,150,148.808,150,0.720068,0.701493,0.729874,0.122032,0.142655,216.99,-0.069995,0.0271655
1904,62,105.712,105.224,108.611,150.803,150,148.808,150,0.700995,0.701493,0.729874,0.114047,0.142655,211.202,0.0257532,0.0271655
1905,53,105.706,105.224,108.611,150.467,150,148.808,150,0.702518,0.701493,0.729874,0.164774,0.142655,304.124,0.0265779,0.0271655
1906,61,105.602,105.224,108.611,152.503,150,148.808,150,0.692456,0.701493,0.729874,0.160836,0.142655,302.901,0.0581874,0.0271655
1907,51,105.642,105.224,108.611,148.125,150,148.808,150,0.713195,0.701493,0.729874,0.152329,0.142655,274.615,0.170531,0.0271655
1908,50,105.623,105.224,108.611,150.021,150,148.808,150,0.704056,0.701493,0.729874,0.103036,0.142655,189.329,0.111989,0.0271655
1909,53,105.586,105.224,108.611,151.518,150,148.808,150,0.696852,0.701493,0.729874,0.110563,0.142655,206.208,0.0785934,0.0271655
1910,55,105.482,105.224,108.611,156.583,150,148.808,150,0.673648,0.701493,0.729874,0.108357,0.142655,212.31,0.026353,0.0271655
1911,51,105.331,105.224,108.611,159.348,150,148.808,150,0.661011,0.701493,0.729874,0.158859,0.142655,319.545,0.0219826,0.0271655
1912,60,105.1,105.224,108.611,156.565,150,148.808,150,0.67129,0.701493,0.729874,0.146836,0.142655,287.657,0.0128816,0.0271655
1913,48,104.969,105.224,108.611,154.272,150,148.808,150,0.680414,0.701493,0.729874,0.151069,0.142655,289.471,0.0662234,0.0271655
1914,42,104.775,105.224,108.611,154.434,150,148.808,150,0.678443,0.701493,0.729874,0.119392,0.142655,229.133,-0.0262598,0.0271655
1915,66,104.579,105.224,108.611,150.988,150,148.808,150,0.692632,0.701493,0.729874,0.126406,0.142655,234.52,0.00260283,0.0271655
1916,50,104.713,105.224,108.611,153.358,150,148.808,150,0.682799,0.701493,0.729874,0.120257,0.142655,228.385,-0.0904065,0.0271655
1917,52,104.839,105.224,108.611,154.422,150,148.808,150,0.67891,0.701493,0.729874,0.148561,0.142655,285.083,0.0160512,0.0271655
1918,52,104.96,105.224,108.611,153.302,150,148.808,150,0.684664,0.701493,0.729874,0.130229,0.142655,247.189,-0.00518255,0.0271655
1919,60,104.841,105.224,108.611,149.962,150,148.808,150,0.69912,0.701493,0.729874,0.139923,0.142655,256.957,0.0398405,0.0271655
1920,53,104.865,105.224,108.611,150.409,150,148.808,150,0.697198,0.701493,0.729874,0.108523,0.142655,200.186,0.0321244,0.0271655
1921,55,104.954,105.224,108.611,153.736,150,148.808,150,0.682687,0.701493,0.729874,0.0978039,0.142655,186.432,0.039929,0.0271655
1922,44,104.677,105.224,108.611,153.23,150,148.808,150,0.683138,0.701493,0.729874,0.15172,0.142655,287.779,0.108882,0.0271655
1923,34,104.643,105.224,108.611,150.956,150,148.808,150,0.6932,0.701493,0.729874,0.133506,0.142655,247.616,0.01957,0.0271655
1924,52,104.714,105.224,108.611,150.545,150,148.808,150,0.695565,0.701493,0.729874,0.13956,0.142655,257.786,0.0537129,0.0271655
1925,60,104.574,105.224,108.611,148.84,150,148.808,150,0.702594,0.701493,0.729874,0.0708471,0.142655,128.647,-0.0600902,0.0271655
1926,48,104.637,105.224,108.611,151.34,150,148.808,150,0.691401,0.701493,0.729874,0.106758,0.142655,198.762,0.0608463,0.0271655
1927,51,104.6,105.224,108.611,153.612,150,148.808,150,0.680936,0.701493,0.729874,0.12786,0.142655,243.428,-0.00454639,0.0271655
1928,53,104.586,105.224,108.611,153.48,150,148.808,150,0.68143,0.701493,0.729874,0.124092,0.142655,235.951,0.0758833,0.0271655
1929,68,104.422,105.224,108.611,153.184,150,148.808,150,0.681676,0.701493,0.729874,0.150157,0.142655,284.686,0.0615247,0.0271655
1930,56,104.467,105.224,108.611,153.043,150,148.808,150,0.682595,0.701493,0.729874,0.134929,0.142655,255.462,-0.00653534,0.0271655
1931,45,104.374,105.224,108.611,154.936,150,148.808,150,0.673661,0.701493,0.729874,0.110343,0.142655,212.8,-0.0198864,0.0271655
1932,50,104.239,105.224,108.611,154.261,150,148.808,150,0.675732,0.701493,0.729874,0.138567,0.142655,265.487,0.128029,0.0271655
1933,39,104.138,105.224,108.611,154.135,150,148.808,150,0.675633,0.701493,0.729874,0.130938,0.142655,250.563,0.0384331,0.0271655
1934,57,104.105,105.224,108.611,150.582,150,148.808,150,0.691351,0.701493,0.729874,0.151995,0.142655,280.86,-0.0180357,0.0271655
1935,43,103.962,105.224,108.611,150.121,150,148.808,150,0.69252,0.701493,0.729874,0.190858,0.142655,351.055,0.0389021,0.0271655
1936,60,104.022,105.224,108.611,146.371,150,148.808,150,0.710674,0.701493,0.729874,0.152712,0.142655,270.43,0.0448044,0.0271655
1937,49,104.133,105.224,108.611,146.871,150,148.808,150,0.709013,0.701493,0.729874,0.09264,0.142655,164.893,-0.00305441,0.0271655
1938,47,104.16,105.224,108.611,146.184,150,148.808,150,0.712529,0.701493,0.729874,0.122225,0.142655,216.028,0.110059,0.0271655
1939,46,104.243,105.224,108.611,149.044,150,148.808,150,0.699408,0.701493,0.729874,0.14273,0.142655,259.709,0.00605538,0.0271655
1940,59,104.218,105.224,108.611,147.891,150,148.808,150,0.704694,0.701493,0.729874,0.126041,0.142655,226.686,0.0531804,0.0271655
1941,61,104.382,105.224,108.611,145.993,150,148.808,150,0.714978,0.701493,0.729874,0.108552,0.142655,191.486,-0.00576775,0.0271655
1942,64,104.179,105.224,108.611,149.11,150,148.808,150,0.698676,0.701493,0.729874,0.144843,0.142655,263.729,-0.0137676,0.0271655
1943,46,104.142,105.224,108.611,144.319,150,148.808,150,0.721609,0.701493,0.729874,0.171407,0.142655,297.178,0.0523242,0.0271655
1944,38,104.222,105.224,108.611,143.464,150,148.808,150,0.726465,0.701493,0.729874,0.133384,0.142655,229.202,0.00976977,0.0271655
1945,65,104.201,105.224,108.611,143.297,150,148.808,150,0.72717,0.701493,0.729874,0.207215,0.142655,355.447,0.12284,0.0271655
1946,40,104.576,105.224,108.611,141.111,150,148.808,150,0.741087,0.701493,0.729874,0.167363,0.142655,280.545,0.0740608,0.0271655
1947,45,104.753,105.224,108.611,141.583,150,148.808,150,0.739866,0.701493,0.729874,0.131625,0.142655,221.746,-0.0832517,0.0271655
1948,46,104.925,105.224,108.611,142.366,150,148.808,150,0.73701,0.701493,0.729874,0.132057,0.142655,224.321,0.0427585,0.0271655
1949,56,105.192,105.224,108.611,145.901,150,148.808,150,0.720982,0.701493,0.729874,0.0906155,0.142655,159.694,0.0133408,0.0271655
1950,68,105.457,105.224,108.611,144.921,150,148.808,150,0.727683,0.701493,0.729874,0.0874093,0.142655,152.495,-0.0306208,0.0271655
1951,58,105.683,105.224,108.611,146.484,150,148.808,150,0.721466,0.701493,0.729874,0.114725,0.142655,203.396,-0.05691,0.0271655
1952,64,105.65,105.224,108.611,144.221,150,148.808,150,0.732552,0.701493,0.729874,0.086476,0.142655,149.775,0.0174734,0.0271655
1953,54,105.8,105.224,108.611,147.072,150,148.808,150,0.719374,0.701493,0.729874,0.143611,0.142655,256.144,0.0412902,0.0271655
1954,57,105.973,105.224,108.611,148.388,150,148.808,150,0.714162,0.701493,0.729874,0.13672,0.142655,247.133,-0.0239398,0.0271655
1955,64,105.926,105.224,108.611,150.194,150,148.808,150,0.70526,0.701493,0.729874,0.134547,0.142655,247.657,0.00112858,0.0271655
1956,56,105.946,105.224,108.611,150.624,150,148.808,150,0.703383,0.701493,0.729874,0.118272,0.142655,218.637,-0.00142792,0.0271655
1957,54,106.035,105.224,108.611,149.957,150,148.808,150,0.707103,0.701493,0.729874,0.142404,0.142655,261.5,0.0911559,0.0271655
1958,57,105.899,105.224,108.611,148.917,150,148.808,150,0.71113,0.701493,0.729874,0.078617,0.142655,142.867,-0.0280293,0.0271655
1959,56,105.926,105.224,108.611,150.001,150,148.808,150,0.70617,0.701493,0.729874,0.0881628,0.142655,161.967,-0.0175241,0.0271655
1960,52,105.851,105.224,108.611,150.224,150,148.808,150,0.704621,0.701493,0.729874,0.132406,0.142655,243.79,-0.0151584,0.0271655
1961,69,105.841,105.224,108.611,150.518,150,148.808,150,0.703181,0.701493,0.729874,0.117824,0.142655,217.577,0.0462156,0.0271655
1962,65,105.981,105.224,108.611,149.571,150,148.808,150,0.708567,0.701493,0.729874,0.122914,0.142655,224.838,0.0054143,0.0271655
1963,53,106.016,105.224,108.611,150.775,150,148.808,150,0.703143,0.701493,0.729874,0.173925,0.142655,321.999,0.0853582,0.0271655
1964,47,105.898,105.224,108.611,148.823,150,148.808,150,0.711573,0.701493,0.729874,0.121623,0.142655,220.812,0.0238325,0.0271655
1965,54,105.819,105.224,108.611,149.978,150,148.808,150,0.705566,0.701493,0.729874,0.143266,0.142655,263.139,0.0169726,0.0271655
1966,51,106.045,105.224,108.611,152.821,150,148.808,150,0.693916,0.701493,0.729874,0.202221,0.142655,382.034,0.0539283,0.0271655
1967,40,106.11,105.224,108.611,149.979,150,148.808,150,0.707503,0.701493,0.729874,0.187295,0.142655,344.009,0.0222768,0.0271655
1968,52,106.15,105.224,108.611,152.23,150,148.808,150,0.697299,0.701493,0.729874,0.169727,0.142655,318.787,0.0523832,0.0271655
1969,68,106.108,105.224,108.611,147.264,150,148.808,150,0.720526,0.701493,0.729874,0.132902,0.142655,237.508,0.066862,0.0271655
1970,57,106.243,105.224,108.611,147.963,150,148.808,150,0.71804,0.701493,0.729874,0.160094,0.142655,288.14,0.0295532,0.0271655
1971,59,106.5,105.224,108.611,147.765,150,148.808,150,0.720743,0.701493,0.729874,0.139411,0.142655,250.41,0.111786,0.0271655
1972,61,106.615,105.224,108.611,150.67,150,148.808,150,0.707609,0.701493,0.729874,0.14487,0.142655,267.928,0.0262796,0.0271655
1973,56,106.473,105.224,108.611,148.64,150,148.808,150,0.716317,0.701493,0.729874,0.151737,0.142655,274.976,0.0744289,0.0271655
1974,56,106.419,105.224,108.611,149.183,150,148.808,150,0.713347,0.701493,0.729874,0.135739,0.142655,247.333,0.0536489,0.0271655
1975,49,106.366,105.224,108.611,148.617,150,148.808,150,0.715707,0.701493,0.729874,0.162728,0.142655,294.826,0.0386774,0.0271655
