generation,First_Individual_First_Chromosome_X_Count,Mean_X_Count,Approx_Mean,NB_Mean,Sim_Variance,Approx_Variance,NB_Variance,Charles_Mean,Sim_P,Approx_P,NB_P,Sim_Skewness,NB_Skewness,Sim_Third_Moment,Sim_Excess_kurtosis,NB_Excess_Kurtosis
39,9,23.5852,23.0071,22.9055,28.6441,25.9816,25.7236,23.3291,0.823387,0.885534,0.890369,0.254062,0.248206,38.9487,0.0864767,0.0725768
40,8,24.0164,23.4765,23.3709,29.3345,26.5124,26.2438,23.8174,0.818707,0.885513,0.890448,0.265487,0.245682,42.1805,0.0607012,0.071102
41,14,24.5361,23.953,23.8432,30.7033,27.0512,26.7718,24.3137,0.799136,0.885492,0.890528,0.275994,0.243195,46.9545,0.143968,0.0696638
42,10,25.0579,24.4366,24.3226,30.3345,27.598,27.3075,24.8179,0.826052,0.885471,0.890609,0.215167,0.240746,35.9486,0.0526891,0.0682614
43,13,25.4729,24.9273,24.809,30.8699,28.1529,27.851,25.3301,0.82517,0.885449,0.890692,0.240123,0.238333,41.1847,0.0580722,0.0668937
44,10,26.0091,25.4251,25.3025,31.8124,28.7158,28.4023,25.8502,0.817577,0.885427,0.890776,0.271201,0.235956,48.6616,0.154626,0.06556
45,13,26.3985,25.93,25.8029,32.5601,29.2868,28.9613,26.3783,0.810762,0.885404,0.89086,0.237367,0.233615,44.101,0.106625,0.0642594
46,15,26.9055,26.4419,26.3104,32.4126,29.8657,29.528,26.9144,0.830095,0.885382,0.890947,0.249525,0.231309,46.0451,0.141723,0.0629911
47,12,27.4038,26.9609,26.8249,33.2907,30.4527,30.1024,27.4585,0.823166,0.885359,0.891034,0.20428,0.229038,39.2383,0.0662239,0.0617543
48,15,27.9656,27.4869,27.3464,34.8852,31.0477,30.6845,28.0107,0.801646,0.885335,0.891123,0.25799,0.226801,53.1576,0.0635924,0.0605482
49,7,28.4613,28.0198,27.8748,35.6453,31.6506,31.2742,28.5708,0.798459,0.885311,0.891213,0.293607,0.224599,62.4842,0.23589,0.059372
50,20,29.0181,28.5598,28.4102,37.4322,32.2614,31.8715,29.139,0.775218,0.885287,0.891304,0.277309,0.22243,63.5085,0.163371,0.0582251
51,6,29.5509,29.1066,28.9524,37.706,32.88,32.4764,29.7151,0.783719,0.885263,0.891396,0.265304,0.220295,61.427,0.139514,0.0571066
52,16,30.0107,29.6604,29.5015,38.4232,33.5065,33.0888,30.2993,0.781057,0.885238,0.89149,0.233285,0.218192,55.5619,0.0116117,0.0560158
53,15,30.5329,30.2209,30.0574,38.8517,34.1407,33.7087,30.8913,0.785883,0.885213,0.891585,0.229744,0.216122,55.6365,0.105195,0.0549522
54,7,31.095,30.7882,30.62,39.4246,34.7826,34.3359,31.4913,0.788721,0.885187,0.891681,0.221283,0.214084,54.7771,0.0349141,0.053915
55,15,31.6203,31.3622,31.1894,40.7805,35.4321,34.9705,32.0991,0.775377,0.885162,0.891778,0.270935,0.212078,70.5577,0.0948436,0.0529035
56,8,31.9989,31.9428,31.7653,41.2221,36.0891,35.6123,32.7148,0.776256,0.885136,0.891877,0.270027,0.210103,71.4665,0.0810394,0.0519171
57,20,32.5596,32.53,32.3479,40.8758,36.7536,36.2613,33.3382,0.796549,0.885109,0.891977,0.24473,0.208159,63.957,0.0608126,0.0509552
58,25,33.129,33.1237,32.9369,40.6238,37.4255,36.9173,33.9694,0.815508,0.885082,0.892078,0.225394,0.206246,58.3597,-0.0138692,0.0500172
59,14,33.7728,33.7237,33.5323,41.9648,38.1047,37.5803,34.6082,0.804789,0.885055,0.89218,0.192318,0.204363,52.2815,-0.00747036,0.0491025
60,17,34.3871,34.33,34.134,42.1787,38.791,38.2502,35.2546,0.815273,0.885028,0.892283,0.210905,0.20251,57.7732,0.0739779,0.0482105
61,23,34.9509,34.9425,34.742,43.5849,39.4843,38.9269,35.9086,0.801904,0.885,0.892387,0.195661,0.200686,56.3001,-0.0617697,0.0473406
62,9,35.5818,35.5611,35.3561,43.0285,40.1846,39.6102,36.57,0.826935,0.884972,0.892493,0.205852,0.198892,58.1019,0.0662428,0.0464923
63,13,36.1817,36.1857,35.9762,44.4245,40.8917,40.3001,37.2387,0.814454,0.884944,0.8926,0.194059,0.197126,57.4603,0.0700315,0.0456651
64,22,36.574,36.8161,36.6022,45.3107,41.6054,40.9963,37.9146,0.807182,0.884915,0.892707,0.184372,0.195389,56.2336,0.0407848,0.0448584
65,17,37.1094,37.4522,37.234,46.18,42.3257,41.6989,38.5978,0.803581,0.884886,0.892816,0.203013,0.19368,63.7096,-0.0270534,0.0440718
66,19,37.6537,38.094,37.8715,46.782,43.0524,42.4075,39.2879,0.804876,0.884857,0.892926,0.217829,0.191999,69.7002,0.0224289,0.0433047
67,15,38.2763,38.7412,38.5146,47.4896,43.7853,43.1222,39.985,0.805994,0.884827,0.893037,0.233189,0.190345,76.3143,0.095728,0.0425566
68,11,38.9307,39.3937,39.163,49.1607,44.5243,43.8427,40.6888,0.791907,0.884797,0.893149,0.244783,0.188719,84.3739,0.0184072,0.0418271
69,17,39.5552,40.0514,39.8168,48.8392,45.2692,44.5688,41.3993,0.809908,0.884767,0.893262,0.195334,0.187119,66.67,0.0399248,0.0411157
70,19,40.2345,40.7141,40.4756,51.2423,46.0199,45.3005,42.1164,0.785181,0.884737,0.893376,0.229625,0.185545,84.229,0.0822419,0.040422
71,19,40.8537,41.3816,41.1395,51.6635,46.776,46.0375,42.8398,0.790765,0.884706,0.893491,0.184935,0.183998,68.6743,-0.000248406,0.0397455
72,17,41.5288,42.0538,41.8082,51.7942,47.5376,46.7797,43.5695,0.801805,0.884675,0.893607,0.217379,0.182476,81.0289,0.0350725,0.0390857
73,35,42.1867,42.7306,42.4815,52.2658,48.3043,47.5269,44.3052,0.807156,0.884644,0.893724,0.20426,0.18098,77.1811,0.0366435,0.0384424
74,16,42.864,43.4117,43.1593,54.3565,49.076,48.2788,45.0468,0.788572,0.884613,0.893842,0.219608,0.179509,88.0086,0.0792512,0.037815
75,13,43.4459,44.0969,43.8415,53.6369,49.8524,49.0354,45.7941,0.810001,0.884581,0.89396,0.205953,0.178063,80.9028,0.0356298,0.0372033
76,20,44.1296,44.7861,44.5278,56.027,50.6334,49.7963,46.5471,0.787649,0.884549,0.89408,0.213941,0.176642,89.7203,0.0387524,0.0366067
77,15,44.8313,45.4791,45.2181,56.2412,51.4188,50.5614,47.3053,0.797125,0.884517,0.8942,0.205291,0.175244,86.5868,0.0864914,0.0360249
78,22,45.3873,46.1757,45.9122,56.5141,52.2082,51.3305,48.0688,0.803115,0.884485,0.894321,0.190621,0.173871,80.9851,0.0994303,0.0354575
79,25,46.1898,46.8756,46.6099,57.206,53.0016,52.1034,48.8372,0.80743,0.884452,0.894442,0.230156,0.172521,99.5829,0.0586328,0.0349043
80,23,46.8421,47.5788,47.3109,58.6652,53.7986,52.8798,49.6105,0.798465,0.88442,0.894565,0.20423,0.171194,91.7679,0.0371197,0.0343648
81,38,47.5123,48.2848,48.0152,59.3596,54.599,53.6596,50.3882,0.800414,0.884387,0.894688,0.198731,0.16989,90.8874,-0.0356378,0.0338386
82,22,48.14,48.9937,48.7225,60.2444,55.4026,54.4424,51.1704,0.799078,0.884353,0.894812,0.225794,0.168609,105.581,0.0805551,0.0333256
83,17,48.6601,49.705,49.4325,61.3258,56.2092,55.2281,51.9567,0.793469,0.88432,0.894936,0.203882,0.16735,97.9135,0.0331849,0.0328252
84,22,49.2526,50.4187,50.1452,61.5574,57.0184,56.0165,52.7469,0.800109,0.884287,0.895061,0.190432,0.166114,91.9729,0.0480191,0.0323373
85,26,49.925,51.1345,50.8602,62.3808,57.8301,56.8072,53.5407,0.800327,0.884253,0.895186,0.204572,0.164899,100.791,0.0475183,0.0318616
86,18,50.5489,51.8521,51.5773,62.6124,58.6439,57.6001,54.3381,0.80733,0.884219,0.895312,0.193825,0.163706,96.0285,-0.00814246,0.0313976
87,27,51.1957,52.5713,52.2964,61.7598,59.4597,58.3949,55.1386,0.828949,0.884186,0.895438,0.212455,0.162533,103.116,0.071657,0.0309451
88,27,51.8005,53.292,53.0173,62.4765,60.2771,59.1914,55.9421,0.82912,0.884152,0.895565,0.1791,0.161382,88.4442,0.0150375,0.0305039
89,26,52.422,54.0138,53.7396,64.8209,61.0958,59.9893,56.7483,0.80872,0.884117,0.895692,0.207848,0.160251,108.472,0.0496486,0.0300736
90,26,53.0023,54.7366,54.4632,63.7441,61.9158,60.7883,57.557,0.831486,0.884083,0.89582,0.142186,0.159141,72.3629,0.0802298,0.029654
91,24,53.7115,55.46,55.1878,65.9311,62.7365,61.5883,58.3679,0.814661,0.884049,0.895948,0.204416,0.158051,109.433,0.0953479,0.0292449
92,26,54.3608,56.1839,55.9132,66.382,63.5579,62.3889,59.1807,0.818908,0.884014,0.896076,0.14396,0.15698,77.8607,0.0242324,0.0288459
93,25,54.9925,56.908,56.6392,67.6036,64.3796,63.19,59.9953,0.813455,0.88398,0.896204,0.167046,0.155929,92.8522,0.0312996,0.0284568
94,36,55.5577,57.6321,57.3656,67.9341,65.2013,63.9912,60.8113,0.817818,0.883946,0.896332,0.177303,0.154898,99.2767,-0.0048833,0.0280773
95,34,56.1761,58.356,58.0921,69.2499,66.0228,64.7923,61.6284,0.811209,0.883911,0.896461,0.129666,0.153885,74.7233,0.00149797,0.0277073
96,28,56.7128,59.0793,58.8185,69.5061,66.8438,65.5931,62.4465,0.81594,0.883876,0.89659,0.166333,0.152891,96.3856,0.00678971,0.0273465
97,28,57.3012,59.8019,59.5446,70.0369,67.664,66.3932,63.2652,0.818158,0.883842,0.896719,0.131867,0.151915,77.2908,0.0396248,0.0269946
98,30,58.0717,60.5236,60.2701,70.2494,68.4832,67.1925,64.0843,0.826651,0.883807,0.896847,0.161506,0.150958,95.0937,-0.0198454,0.0266514
99,29,58.7152,61.244,60.9948,72.3199,69.3011,67.9907,64.9035,0.811882,0.883773,0.896976,0.126497,0.150018,77.798,0.0466437,0.0263168
100,33,59.4438,61.963,61.7185,71.8218,70.1174,68.7875,65.7226,0.827656,0.883738,0.897105,0.185865,0.149096,113.131,0.0514114,0.0259905
101,19,60.2712,62.6803,62.4409,71.6653,70.9319,69.5828,66.5412,0.84101,0.883703,0.897234,0.140923,0.148191,85.4956,-0.0519232,0.0256723
102,27,60.9857,63.3957,63.1619,74.9433,71.7443,70.3761,67.3591,0.813758,0.883669,0.897362,0.121896,0.147304,79.084,0.0509865,0.025362
103,17,61.605,64.109,63.8812,72.9996,72.5543,71.1674,68.176,0.843909,0.883634,0.89749,0.136551,0.146433,85.1679,0.0412884,0.0250594
104,43,62.3236,64.8199,64.5986,73.3713,73.3618,71.9564,68.9917,0.849428,0.8836,0.897618,0.140354,0.145579,88.2091,-0.0205709,0.0247643
105,42,62.9568,65.5282,65.3138,74.9377,74.1663,72.7427,69.8059,0.840121,0.883565,0.897746,0.124867,0.144742,81.0022,-0.0166976,0.0244765
106,22,63.6365,66.2338,66.0267,75.5416,74.9678,73.5263,70.6184,0.842404,0.883531,0.897874,0.157086,0.14392,103.138,0.062763,0.0241959
107,37,64.2974,66.9363,66.737,77.5126,75.7658,74.3068,71.4288,0.82951,0.883497,0.898001,0.106826,0.143114,72.9016,-0.0378837,0.0239223
108,32,64.8336,67.6356,67.4445,78.3383,76.5603,75.084,72.237,0.82761,0.883463,0.898128,0.0910066,0.142324,63.1007,0.0510785,0.0236554
109,30,65.5723,68.3314,68.1491,78.6434,77.3509,75.8578,73.0426,0.833793,0.883429,0.898254,0.0837994,0.141549,58.4432,-0.126427,0.0233952
110,26,66.2427,69.0236,68.8505,80.2658,78.1374,76.6278,73.8455,0.825292,0.883395,0.89838,0.117325,0.14079,84.3697,0.0468084,0.0231414
111,42,66.6601,69.7119,69.5485,78.9326,78.9197,77.3939,74.6453,0.84452,0.883361,0.898506,0.0913951,0.140045,64.0925,-0.0555202,0.0228939
112,41,67.3102,70.3962,70.2429,81.3428,79.6974,78.1558,75.4418,0.827488,0.883327,0.898631,0.0932933,0.139315,68.443,-0.0831148,0.0226526
113,30,68.0462,71.0763,70.9336,82.6863,80.4703,78.9134,76.2348,0.822944,0.883294,0.898755,0.123195,0.1386,92.6282,0.0535496,0.0224173
114,24,68.6112,71.7519,71.6203,85.2644,81.2383,79.6665,77.0241,0.804687,0.883261,0.898879,0.144585,0.137898,113.835,0.020792,0.0221878
115,38,69.1722,72.423,72.3029,84.7583,82.0011,80.4148,77.8094,0.816111,0.883228,0.899002,0.16331,0.137211,127.434,-8.72833e-05,0.021964
116,43,69.7457,73.0892,72.9812,84.7746,82.7586,81.1582,78.5904,0.822719,0.883195,0.899124,0.150943,0.136537,117.818,0.00179912,0.0217458
117,45,70.3446,73.7506,73.6549,85.2747,83.5105,81.8964,79.3671,0.824918,0.883162,0.899246,0.16607,0.135877,130.774,-0.0548091,0.021533
118,44,70.9883,74.4068,74.3241,82.827,84.2566,82.6294,80.139,0.857068,0.883129,0.899367,0.120841,0.13523,91.0901,-0.0106997,0.0213255
119,41,71.5855,75.0578,74.9884,85.2229,84.9969,83.3568,80.9061,0.83998,0.883097,0.899487,0.126733,0.134596,99.707,0.0503132,0.0211231
120,36,72.1041,75.7033,75.6477,86.3809,85.731,84.0787,81.6682,0.834723,0.883065,0.899607,0.137646,0.133975,110.507,-0.0304693,0.0209257
121,34,72.7723,76.3433,76.302,85.7825,86.4588,84.7947,82.4249,0.848336,0.883033,0.899725,0.221289,0.133367,175.815,0.125653,0.0207333
122,27,73.3719,76.9776,76.9509,87.8082,87.1803,85.5048,83.1763,0.835593,0.883001,0.899843,0.153288,0.132771,126.128,0.029826,0.0205456
123,45,73.9332,77.606,77.5945,89.8355,87.8951,86.2088,83.9219,0.822984,0.88297,0.89996,0.128074,0.132187,109.052,0.0201586,0.0203626
124,47,74.3992,78.2285,78.2325,89.799,88.6032,86.9065,84.6617,0.828508,0.882939,0.900076,0.141132,0.131616,120.097,-0.0198206,0.0201842
125,30,74.7675,78.8449,78.8648,91.53,89.3044,87.5979,85.3955,0.816863,0.882908,0.900191,0.108713,0.131056,95.1979,-0.0325381,0.0200101
126,50,75.5534,79.4551,79.4914,91.1507,89.9987,88.2827,86.1232,0.828884,0.882877,0.900305,0.112225,0.130508,97.663,0.0568183,0.0198404
127,29,76.2124,80.0589,80.1121,91.4923,90.6858,88.961,86.8445,0.832993,0.882847,0.900418,0.104994,0.129971,91.8841,-0.0570812,0.0196749
128,36,76.6906,80.6564,80.7267,91.3615,91.3656,89.6324,87.5593,0.839419,0.882817,0.90053,0.148206,0.129445,129.422,0.0564042,0.0195135
129,40,77.2994,81.2474,81.3352,91.6164,92.0381,90.297,88.2675,0.843729,0.882787,0.900642,0.126996,0.12893,111.365,-0.0398565,0.0193562
130,30,77.8879,81.8317,81.9375,92.2911,92.7032,90.9547,88.9689,0.843937,0.882757,0.900752,0.119243,0.128426,105.724,0.039092,0.0192027
131,41,78.6232,82.4094,82.5335,93.7456,93.3607,91.6053,89.6635,0.838687,0.882728,0.900861,0.163251,0.127933,148.177,-0.0498994,0.019053
132,43,79.2336,82.9803,83.1231,94.6984,94.0105,92.2488,90.3509,0.836694,0.882699,0.900968,0.131456,0.12745,121.142,0.0196519,0.0189071
133,31,79.8103,83.5444,83.7062,95.2739,94.6526,92.885,91.0313,0.837693,0.882671,0.901075,0.113321,0.126977,105.383,-0.015151,0.0187648
134,42,80.1088,84.1016,84.2827,93.9942,95.2869,93.5139,91.7043,0.852274,0.882642,0.901181,0.122981,0.126515,112.07,0.0163011,0.018626
135,40,80.5529,84.6519,84.8526,93.9558,95.9134,94.1354,92.37,0.857349,0.882614,0.901285,0.134561,0.126062,122.548,0.010496,0.0184907
136,40,81.2388,85.1951,85.4159,96.0254,96.5319,94.7495,93.0282,0.846014,0.882587,0.901389,0.13889,0.125619,130.693,-0.117771,0.0183587
137,45,81.7989,85.7313,85.9723,97.6113,97.1424,95.3561,93.6789,0.838007,0.882559,0.901491,0.131955,0.125185,127.255,-0.0465618,0.01823
138,54,82.0172,86.2604,86.522,96.6363,97.7448,95.9552,94.3219,0.84872,0.882532,0.901592,0.132531,0.124761,125.9,-0.0578931,0.0181045
139,36,82.5974,86.7823,87.0648,97.1505,98.3392,96.5466,94.9573,0.8502,0.882506,0.901692,0.119231,0.124346,114.171,-0.010967,0.0179821
140,48,83.086,87.2971,87.6008,96.6992,98.9255,97.1304,95.5848,0.859221,0.882479,0.901791,0.110821,0.12394,105.38,-0.0731541,0.0178628
141,32,83.4193,87.8048,88.1298,98.0263,99.5037,97.7066,96.2045,0.850989,0.882453,0.901888,0.109768,0.123542,106.534,-0.0811472,0.0177464
142,56,83.8645,88.3052,88.6518,98.8723,100.074,98.275,96.8162,0.84821,0.882428,0.901984,0.162959,0.123154,160.21,0.00319965,0.0176329
143,29,84.2963,88.7984,89.1669,99.1185,100.635,98.8357,97.4201,0.85046,0.882402,0.902079,0.144246,0.122774,142.342,0.0943571,0.0175223
144,45,84.6973,89.2844,89.675,96.7245,101.189,99.3887,98.0159,0.875655,0.882377,0.902173,0.0966609,0.122402,91.9507,-0.0011369,0.0174143
145,36,85.2364,89.7631,90.176,98.9795,101.734,99.9339,98.6037,0.861152,0.882352,0.902266,0.121945,0.122038,120.084,0.0652986,0.0173091
146,44,85.7507,90.2347,90.6701,100.155,102.272,100.471,99.1834,0.856182,0.882328,0.902357,0.1377,0.121682,138.019,0.0659398,0.0172065
147,41,86.3505,90.699,91.1571,100.503,102.801,101.001,99.755,0.859179,0.882304,0.902447,0.072955,0.121334,73.5067,-0.0466012,0.0171064
148,38,86.8865,91.1561,91.637,101.507,103.321,101.523,100.319,0.855964,0.882281,0.902536,0.111414,0.120994,113.942,-0.108872,0.0170088
149,39,87.3513,91.606,92.1099,103.307,103.834,102.037,100.874,0.845548,0.882257,0.902623,0.114042,0.120661,119.746,-0.0146817,0.0169136
150,50,87.8056,92.0488,92.5758,104.52,104.339,102.544,101.421,0.840087,0.882234,0.90271,0.128509,0.120336,137.319,-0.0480274,0.0168208
151,48,88.3649,92.4844,93.0347,107.729,104.835,103.042,101.96,0.820252,0.882212,0.902795,0.140168,0.120018,156.729,-0.0548156,0.0167303
152,48,88.7968,92.9129,93.4865,103.628,105.323,103.533,102.491,0.856881,0.882189,0.902879,0.12245,0.119706,129.174,0.0146037,0.0166421
153,43,89.1731,93.3342,93.9314,105.904,105.804,104.017,103.014,0.842016,0.882167,0.902961,0.0843013,0.119402,91.8766,0.0260751,0.016556
154,47,89.6577,93.7486,94.3693,105.801,106.276,104.492,103.529,0.847422,0.882146,0.903042,0.113462,0.119105,123.476,0.00721584,0.0164721
155,38,89.9609,94.1559,94.8003,105.224,106.74,104.96,104.036,0.854944,0.882125,0.903123,0.102699,0.118814,110.851,0.0700632,0.0163903
156,47,90.396,94.5563,95.2244,106.301,107.197,105.421,104.534,0.850376,0.882104,0.903201,0.112216,0.11853,122.988,0.0255469,0.0163105
157,51,90.6313,94.9497,95.6416,105.616,107.645,105.874,105.025,0.858118,0.882083,0.903279,0.0839134,0.118253,91.0811,0.113397,0.0162327
158,48,91.0666,95.3362,96.052,105.131,108.086,106.319,105.507,0.866217,0.882063,0.903355,0.123866,0.117981,133.521,-0.0448803,0.0161568
159,34,91.4795,95.7159,96.4556,107.092,108.519,106.757,105.982,0.854216,0.882043,0.903431,0.152819,0.117716,169.361,0.0522909,0.0160828
160,43,91.6708,96.0889,96.8525,106.561,108.944,107.188,106.449,0.860263,0.882024,0.903505,0.152796,0.117457,168.079,0.00277124,0.0160106
161,39,92.0698,96.4551,97.2426,106.451,109.361,107.611,106.908,0.864907,0.882004,0.903577,0.117964,0.117203,129.56,-0.0166679,0.0159402
162,49,92.381,96.8146,97.6261,105.675,109.771,108.027,107.359,0.874196,0.881986,0.903649,0.121467,0.116956,131.953,-0.0224837,0.0158716
163,48,93.0363,97.1676,98.0029,107.148,110.174,108.436,107.802,0.868294,0.881967,0.903719,0.119776,0.116714,132.846,-0.000924551,0.0158047
164,57,93.3939,97.514,98.3733,109.634,110.569,108.837,108.237,0.851867,0.881949,0.903788,0.131429,0.116477,150.873,0.0237143,0.0157394
165,45,93.7388,97.854,98.7371,111.996,110.956,109.232,108.665,0.836985,0.881931,0.903856,0.104518,0.116246,123.878,-0.00510747,0.0156758
166,56,94.079,98.1875,99.0945,111.864,111.337,109.619,109.085,0.841016,0.881913,0.903923,0.119105,0.116021,140.916,-0.0180527,0.0156138
167,49,94.4642,98.5148,99.4455,110.332,111.71,110,109.498,0.856179,0.881896,0.903989,0.110272,0.1158,127.796,-0.00721495,0.0155532
168,41,94.8155,98.8357,99.7901,108.364,112.076,110.373,109.903,0.874972,0.881879,0.904053,0.0848452,0.115585,95.7095,0.0299784,0.0154942
169,51,95.1922,99.1505,100.129,110.913,112.435,110.74,110.301,0.858258,0.881863,0.904117,0.138915,0.115374,162.265,0.0577508,0.0154367
170,55,95.4439,99.4591,100.461,112.12,112.787,111.1,110.691,0.851265,0.881846,0.904179,0.146069,0.115168,173.414,0.0267165,0.0153806
171,49,95.583,99.7618,100.787,112.198,113.132,111.453,111.075,0.851916,0.88183,0.90424,0.121673,0.114968,144.6,0.0760882,0.0153259
172,51,95.9684,100.058,101.107,111.979,113.471,111.8,111.451,0.85702,0.881815,0.9043,0.0944204,0.114771,111.885,0.0621388,0.0152725
173,47,96.3196,100.349,101.421,113.713,113.802,112.14,111.819,0.847041,0.881799,0.904359,0.121636,0.11458,147.495,0.0357028,0.0152205
