R,u,v,fit,sim_μ,app_μ,nb_μ,sim_σ²,app_σ²,nb_σ²,sim_p,app_p,nb_p,sim_skew,nb_skew,sim_exkurt,nb_exkurt,E1,rho_numerical,inv_p_sim,inv_p_app,inv_p_nb,sim_μ_m0,sim_σ²_m0,sim_p_m0,sim_skew_m0,sim_exkurt_m0,inv_p_sim_m0
1.0e-5,0.010000000000000002,0.00010000000000000002,exp,5.717535545023698,9.511840815526368,9.075306713662822,8.623663809762988,9.9,9.35314125025083,0.6630053850836328,0.9607920015683199,0.9702950560507618,0.6299750592290265,0.347000605710071,0.4590605574531762,0.12715615459610938,49.99166879646743,1.5048317377251874,1.508283375215509,1.0408079983676801,1.0306143412398097,5.661643127962084,8.398346356066337,0.6741378466574597,0.6234302259317875,0.44678828187726266,1.4833761447428662
0.0001,0.010000000000000002,0.00010000000000000002,exp,5.6304729857819895,9.511840815526368,9.075306713662822,8.512787793175352,9.9,9.35314125025083,0.6614135254605904,0.9607920015683199,0.9702950560507618,0.6322191382334728,0.347000605710071,0.45506867973348875,0.12715615459610938,49.91687437489123,1.5033236493267554,1.5119134422049008,1.0408079983676801,1.0306143412398097,5.575147867298578,8.291093588909897,0.6724261169546866,0.6259609711938987,0.44271822401950994,1.4871522309824083
0.001,0.010000000000000002,0.00010000000000000002,exp,5.690962559241707,9.511840815526368,9.075306713662822,8.556680091990536,9.9,9.35314125025083,0.6650900230065538,0.9607920015683199,0.9702950560507618,0.6184129601896121,0.347000605710071,0.43732469020101206,0.12715615459610938,49.18689511615115,1.488838107618801,1.5035558577160402,1.0408079983676801,1.0306143412398097,5.635063981042652,8.333967986018973,0.6761561828046389,0.6119057620420653,0.4249692324148494,1.4789482451407665
0.010000000000000002,0.010000000000000002,0.00010000000000000002,exp,6.287281990521326,9.511840815526368,9.075306713662822,8.776272380616113,9.9,9.35314125025083,0.7163954943340017,0.9607920015683199,0.9702950560507618,0.5570759317630632,0.347000605710071,0.3507583694505966,0.12715615459610938,43.27906486489862,1.3853238262859389,1.3958770091507229,1.0408079983676801,1.0306143412398097,6.225557819905213,8.543289007914693,0.7287073882362775,0.5506851745317523,0.3399341915270532,1.3722929342329628
0.1,0.010000000000000002,0.00010000000000000002,exp,7.855384360189572,9.511840815526368,9.075306713662822,9.16446874649288,9.9,9.35314125025083,0.8571565442018364,0.9607920015683199,0.9702950560507618,0.4305835512912316,0.347000605710071,0.20846476014643023,0.12715615459610938,23.002227261473315,1.1508631269957732,1.1666480373560888,1.0408079983676801,1.0306143412398097,7.778409004739337,8.909497016824664,0.873046928468646,0.42352712771800916,0.1979634672308838,1.145413800096673
1.0,0.010000000000000002,0.00010000000000000002,exp,8.883891943127962,9.511840815526368,9.075306713662822,9.354480987772547,9.9,9.35314125025083,0.9496937301749073,0.9607920015683199,0.9702950560507618,0.3602625053740004,0.347000605710071,0.14263369183352861,0.12715615459610938,6.020924290757623,1.0323536568527198,1.0529710455346775,1.0408079983676801,1.0306143412398097,8.797093838862562,9.088314974123222,0.96795653142636,0.35280793161177454,0.13366690465199776,1.033104243355248
10.0,0.010000000000000002,0.00010000000000000002,exp,9.08460758293839,9.511840815526368,9.075306713662822,9.354295200284392,9.9,9.35314125025083,0.9711696486403589,0.9607920015683199,0.9702950560507618,0.34693779745184744,0.347000605710071,0.13479281045091773,0.12715615459610938,2.53541941719455,1.0131369447036755,1.029686215379572,1.0408079983676801,1.0306143412398097,8.995658767772511,9.086629873080563,0.9899884658472162,0.33966616419608603,0.12702665460836884,1.0101127785809263
100.0,0.010000000000000002,0.00010000000000000002,exp,9.142229857819906,9.511840815526368,9.075306713662822,9.401926245071085,9.9,9.35314125025083,0.9723783849732577,0.9607920015683199,0.9702950560507618,0.3459239582308738,0.347000605710071,0.13131965535284115,0.12715615459610938,1.9855904804067432,1.0102303650812177,1.0284062412879549,1.0408079983676801,1.0306143412398097,9.052213744075829,9.12681744943134,0.9918258795282293,0.3374269543948324,0.11916017956371176,1.0082414873825019
1000.0,0.010000000000000002,0.00010000000000000002,exp,9.153816113744076,9.511840815526368,9.075306713662822,9.401163068909932,9.9,9.35314125025083,0.9736897495179248,0.9607920015683199,0.9702950560507618,0.3417281649601352,0.347000605710071,0.12412210757368344,0.12715615459610938,1.929341071889106,1.0099348495457567,1.027021184617689,1.0408079983676801,1.0306143412398097,9.064175355450237,9.129625078578231,0.992831061235848,0.33399806588862246,0.11374968956801884,1.0072207035457053
