R,u,v,fit,sim_μ,app_μ,nb_μ,sim_σ²,app_σ²,nb_σ²,sim_p,app_p,nb_p,sim_skew,nb_skew,sim_exkurt,nb_exkurt,E1,rho_numerical,inv_p_sim,inv_p_app,inv_p_nb
1.0e-5,0.010000000000000002,0.00010000000000000002,exp,5.542581516587678,9.511840815526368,9.075306713662822,8.48337979805687,9.9,9.35314125025083,0.653345912658209,0.9607920015683199,0.9702950560507618,0.6322302080553092,0.347000605710071,0.45005253071721973,0.12715615459610938,49.99166879646743,1.5048317377251874,1.5305827749520788,1.0408079983676801,1.0306143412398097
0.0001,0.010000000000000002,0.00010000000000000002,exp,5.617306161137441,9.511840815526368,9.075306713662822,8.511716485497553,9.9,9.35314125025083,0.6599498668345367,0.9607920015683199,0.9702950560507618,0.6331375955166636,0.347000605710071,0.4591259186004898,0.12715615459610938,49.91687437489123,1.5033236493267554,1.515266613805865,1.0408079983676801,1.0306143412398097
0.001,0.010000000000000002,0.00010000000000000002,exp,5.634175829383886,9.511840815526368,9.075306713662822,8.542011647156382,9.9,9.35314125025083,0.659584189546205,0.9607920015683199,0.9702950560507618,0.6241743095932495,0.347000605710071,0.44104865007473887,0.12715615459610938,49.18689511615115,1.488838107618801,1.516106686377673,1.0408079983676801,1.0306143412398097
0.010000000000000002,0.010000000000000002,0.00010000000000000002,exp,6.1685118483412325,9.511840815526368,9.075306713662822,8.728511163128,9.9,9.35314125025083,0.7067083644687291,0.9607920015683199,0.9702950560507618,0.5692923688183077,0.347000605710071,0.3722308752919159,0.12715615459610938,43.27906486489862,1.3853238262859389,1.4150108450347183,1.0408079983676801,1.0306143412398097
0.1,0.010000000000000002,0.00010000000000000002,exp,7.918011848341232,9.511840815526368,9.075306713662822,9.190988722227482,9.9,9.35314125025083,0.8614972869232573,0.9607920015683199,0.9702950560507618,0.4307369884581596,0.347000605710071,0.21996507348821673,0.12715615459610938,23.002227261473315,1.1508631269957732,1.160769761181013,1.0408079983676801,1.0306143412398097
1.0,0.010000000000000002,0.00010000000000000002,exp,8.883296208530805,9.511840815526368,9.075306713662822,9.337903449810394,9.9,9.35314125025083,0.9513159197112045,0.9607920015683199,0.9702950560507618,0.3623466411203073,0.347000605710071,0.1448687231566888,0.12715615459610938,6.020924290757623,1.0323536568527198,1.0511755130762184,1.0408079983676801,1.0306143412398097
10.0,0.010000000000000002,0.00010000000000000002,exp,9.12998672985782,9.511840815526368,9.075306713662822,9.394904147677755,9.9,9.35314125025083,0.9718020095090147,0.9607920015683199,0.9702950560507618,0.3447109376521519,0.347000605710071,0.12380967108839426,0.12715615459610938,2.53541941719455,1.0131369447036755,1.0290161887041496,1.0408079983676801,1.0306143412398097
100.0,0.010000000000000002,0.00010000000000000002,exp,9.127755450236966,9.511840815526368,9.075306713662822,9.39395982047397,9.9,9.35314125025083,0.9716621770452099,0.9607920015683199,0.9702950560507618,0.34611418331130744,0.347000605710071,0.129172803169312,0.12715615459610938,1.9855904804067432,1.0102303650812177,1.0291642750168217,1.0408079983676801,1.0306143412398097
1000.0,0.010000000000000002,0.00010000000000000002,exp,9.148490521327016,9.511840815526368,9.075306713662822,9.404710741184859,9.9,9.35314125025083,0.9727561828418805,0.9607920015683199,0.9702950560507618,0.34630582484334227,0.347000605710071,0.12476215005914482,0.12715615459610938,1.929341071889106,1.0099348495457567,1.0280068301170058,1.0408079983676801,1.0306143412398097
