R,u,v,beta_ect,s_theory,fit,sim_μ,app_μ,nb_μ,sim_σ²,app_σ²,nb_σ²,sim_p,app_p,nb_p,sim_skew,nb_skew,sim_exkurt,nb_exkurt,E1,rho_numerical,inv_p_sim,inv_p_app,inv_p_nb,sim_μ_m0,sim_σ²_m0,sim_p_m0,sim_skew_m0,sim_exkurt_m0,inv_p_sim_m0
1.0e-5,0.010000000000000002,0.00010000000000000002,0.0010000000000000002,0.0005000000000000001,exp,6.389465402843603,9.511840815526368,9.075306713662822,9.406932629857787,9.9,9.35314125025083,0.6792294209233853,0.9607920015683199,0.9702950560507618,0.5769985459580711,0.347000605710071,0.3713453795987106,0.12715615459610938,49.99166879646743,1.5048317377251874,1.4722566031379203,1.0408079983676801,1.0306143412398097,6.327152132701421,9.162365422985765,0.6905588066623494,0.5709772925277734,0.36058462642841876,1.4481025951044786
0.0001,0.010000000000000002,0.00010000000000000002,0.0010000000000000002,0.0005000000000000001,exp,6.372076303317535,9.511840815526368,9.075306713662822,9.393037266018927,9.9,9.35314125025083,0.6783829471612676,0.9607920015683199,0.9702950560507618,0.5657077574381695,0.347000605710071,0.33962561049863127,0.12715615459610938,49.91687437489123,1.5033236493267554,1.4740936578440798,1.0408079983676801,1.0306143412398097,6.309866824644552,9.148834566492921,0.6896907774192437,0.5598858627673436,0.3296283401455654,1.4499251443406327
0.001,0.010000000000000002,0.00010000000000000002,0.0010000000000000002,0.0005000000000000001,exp,6.559618483412322,9.511840815526368,9.075306713662822,9.460416246019012,9.9,9.35314125025083,0.6933752503937277,0.9607920015683199,0.9702950560507618,0.5554407838653969,0.347000605710071,0.3334344133043755,0.12715615459610938,49.18689511615115,1.488838107618801,1.4422204995522379,1.0408079983676801,1.0306143412398097,6.4953606635071095,9.21049558260665,0.7052129394397761,0.5489701366400505,0.3210616199309224,1.418011417649829
0.010000000000000002,0.010000000000000002,0.00010000000000000002,0.0010000000000000002,0.0005000000000000001,exp,7.04594028436019,9.511840815526368,9.075306713662822,9.672654657061603,9.9,9.35314125025083,0.7284391445957643,0.9607920015683199,0.9702950560507618,0.5116732696027715,0.347000605710071,0.2941549230234741,0.12715615459610938,43.27906486489862,1.3853238262859389,1.3727982734301492,1.0408079983676801,1.0306143412398097,6.976650236966822,9.415423825402817,0.7409810080077136,0.5056687053740095,0.2869666790918645,1.3495622548932995
0.1,0.010000000000000002,0.00010000000000000002,0.0010000000000000002,0.0005000000000000001,exp,8.473973459715639,9.511840815526368,9.075306713662822,9.777121510900468,9.9,9.35314125025083,0.866714548885175,0.9607920015683199,0.9702950560507618,0.40512233381838403,0.347000605710071,0.18172886370465086,0.12715615459610938,23.002227261473315,1.1508631269957732,1.1537824088522173,1.0408079983676801,1.0306143412398097,8.391036966824645,9.504341889573467,0.8828635442954604,0.39853962168612206,0.1728435825976255,1.1326778712989178
1.0,0.010000000000000002,0.00010000000000000002,0.0010000000000000002,0.0005000000000000001,exp,9.381160663507108,9.511840815526368,9.075306713662822,9.88394483796209,9.9,9.35314125025083,0.9491312241521324,0.9607920015683199,0.9702950560507618,0.3504035677756891,0.347000605710071,0.12787492084249158,0.12715615459610938,6.020924290757623,1.0323536568527198,1.0535950925998765,1.0408079983676801,1.0306143412398097,9.289189573459716,9.59992765819908,0.9676312055878911,0.3427961153807787,0.11861537668528144,1.0334515817856897
10.0,0.010000000000000002,0.00010000000000000002,0.0010000000000000002,0.0005000000000000001,exp,9.662814691943128,9.511840815526368,9.075306713662822,9.950294593791485,9.9,9.35314125025083,0.9711084029584681,0.9607920015683199,0.9702950560507618,0.3338438381139038,0.347000605710071,0.11935623027238099,0.12715615459610938,2.53541941719455,1.0131369447036755,1.029751155435906,1.0408079983676801,1.0306143412398097,9.568092417061612,9.661939179004722,0.9902869641171993,0.32572009056561946,0.1078699868257722,1.0098083042943613
100.0,0.010000000000000002,0.00010000000000000002,0.0010000000000000002,0.0005000000000000001,exp,9.64554928909953,9.511840815526368,9.075306713662822,9.903475984218007,9.9,9.35314125025083,0.9739559427892283,0.9607920015683199,0.9702950560507618,0.3333448262578503,0.347000605710071,0.1143355428957564,0.12715615459610938,1.9855904804067432,1.0102303650812177,1.0267404880103574,1.0408079983676801,1.0306143412398097,9.55100616113744,9.616589325450253,0.9931802053624931,0.32583133189022123,0.10633739989169562,1.006866623600314
1000.0,0.010000000000000002,0.00010000000000000002,0.0010000000000000002,0.0005000000000000001,exp,9.664541706161138,9.511840815526368,9.075306713662822,9.920508459857823,9.9,9.35314125025083,0.9741982223257584,0.9607920015683199,0.9702950560507618,0.33149286527354066,0.347000605710071,0.11078200805038683,0.12715615459610938,1.929341071889106,1.0099348495457567,1.0264851414044296,1.0408079983676801,1.0306143412398097,9.570037440758295,9.635195907061572,0.9932374528829743,0.3242071741886687,0.10326497143308563,1.0068085905312942
